military_occupation_id,job_code,preparation_needed,match_type,pay_grade
9007,53-2011.00,,crosswalk,
5656,49-9043.00,First term,most_duties,E3
5656,49-1011.00,First term,most_duties,E5
5656,17-3024.00,First term plus prep,most_duties,E5
5656,17-3023.01,First term plus prep,most_duties,E5
5656,11-1021.00,Long term,most_duties,E6
5656,51-2011.00,First term,some_duties,E4
5656,47-4041.00,First term,some_duties,E4
5656,53-7051.00,First term,some_duties,E4
5656,47-2073.00,First term,some_duties,E4
5656,17-3021.00,First term,some_duties,E5
5656,17-3023.03,First term,some_duties,E5
5656,47-5031.00,First term plus prep,some_duties,E3
5656,49-2094.00,First term plus prep,some_duties,E4
5656,49-9071.00,First term plus prep,some_duties,E4
5656,25-1194.00,First term plus prep,some_duties,E5
5656,53-6051.01,Long term,some_duties,E6
5656,11-3011.00,Long term,some_duties,E7
5656,13-1041.03,Long term,some_duties,E7
5656,11-3051.00,Long term,some_duties,E7
5656,11-3121.00,Long term,some_duties,E8
5656,11-3131.00,Long term,some_duties,E8
5656,13-1151.00,Long term,some_duties,E8
5657,53-2011.00,,crosswalk,
5658,53-2011.00,,crosswalk,
5659,11-3131.00,,crosswalk,
5659,13-1151.00,,crosswalk,
5659,25-3099.02,,crosswalk,
5660,11-9041.00,,crosswalk,
5660,17-2041.00,,crosswalk,
5660,17-2071.00,,crosswalk,
5660,17-2112.00,,crosswalk,
5660,11-3051.00,,crosswalk,
5660,17-2131.00,,crosswalk,
5660,17-2141.00,,crosswalk,
5660,11-9121.00,,crosswalk,
5660,17-2161.00,,crosswalk,
5661,53-3021.00,,crosswalk,
5661,17-3022.00,,crosswalk,
5661,47-2061.00,,crosswalk,
5661,11-9021.00,,crosswalk,
5661,47-5031.00,,crosswalk,
5661,53-1031.00,,crosswalk,
5661,53-3032.00,,crosswalk,
5662,47-5031.00,,crosswalk,
5662,49-9071.00,,crosswalk,
5664,53-2011.00,,crosswalk,
5665,49-9043.00,First term,most_duties,E3
5665,49-1011.00,First term,most_duties,E5
5665,17-3024.00,First term plus prep,most_duties,E5
5665,17-3023.01,First term plus prep,most_duties,E5
5665,11-1021.00,Long term,most_duties,E6
5665,51-2011.00,First term,some_duties,E4
5665,47-4041.00,First term,some_duties,E4
5665,53-7051.00,First term,some_duties,E4
5665,47-2073.00,First term,some_duties,E4
5665,17-3021.00,First term,some_duties,E5
5665,17-3023.03,First term,some_duties,E5
5665,47-5031.00,First term plus prep,some_duties,E3
5665,49-2094.00,First term plus prep,some_duties,E4
5665,49-9071.00,First term plus prep,some_duties,E4
5665,25-1194.00,First term plus prep,some_duties,E5
5665,53-6051.01,Long term,some_duties,E6
5665,11-3011.00,Long term,some_duties,E7
5665,13-1041.03,Long term,some_duties,E7
5665,11-3051.00,Long term,some_duties,E7
5665,11-3121.00,Long term,some_duties,E8
5665,11-3131.00,Long term,some_duties,E8
5665,13-1151.00,Long term,some_duties,E8
5666,49-9043.00,First term,most_duties,E3
5666,49-1011.00,First term,most_duties,E5
5666,17-3024.00,First term plus prep,most_duties,E5
5666,17-3023.01,First term plus prep,most_duties,E5
5666,11-1021.00,Long term,most_duties,E6
5666,51-2011.00,First term,some_duties,E4
5666,47-4041.00,First term,some_duties,E4
5666,53-7051.00,First term,some_duties,E4
5666,47-2073.00,First term,some_duties,E4
5666,17-3021.00,First term,some_duties,E5
5666,17-3023.03,First term,some_duties,E5
5666,47-5031.00,First term plus prep,some_duties,E3
5666,49-2094.00,First term plus prep,some_duties,E4
5666,49-9071.00,First term plus prep,some_duties,E4
5666,25-1194.00,First term plus prep,some_duties,E5
5666,53-6051.01,Long term,some_duties,E6
5666,11-3011.00,Long term,some_duties,E7
5666,13-1041.03,Long term,some_duties,E7
5666,11-3051.00,Long term,some_duties,E7
5666,11-3121.00,Long term,some_duties,E8
5666,11-3131.00,Long term,some_duties,E8
5666,13-1151.00,Long term,some_duties,E8
5667,53-2011.00,,crosswalk,
5668,53-2011.00,,crosswalk,
5669,53-2011.00,,crosswalk,
5670,53-2011.00,,crosswalk,
5671,49-9043.00,First term,most_duties,E3
5671,49-1011.00,First term,most_duties,E5
5671,17-3024.00,First term plus prep,most_duties,E5
5671,17-3023.01,First term plus prep,most_duties,E5
5671,11-1021.00,Long term,most_duties,E6
5671,51-2011.00,First term,some_duties,E4
5671,47-4041.00,First term,some_duties,E4
5671,53-7051.00,First term,some_duties,E4
5671,47-2073.00,First term,some_duties,E4
5671,17-3021.00,First term,some_duties,E5
5671,17-3023.03,First term,some_duties,E5
5671,47-5031.00,First term plus prep,some_duties,E3
5671,49-2094.00,First term plus prep,some_duties,E4
5671,49-9071.00,First term plus prep,some_duties,E4
5671,25-1194.00,First term plus prep,some_duties,E5
5671,53-6051.01,Long term,some_duties,E6
5671,11-3011.00,Long term,some_duties,E7
5671,13-1041.03,Long term,some_duties,E7
5671,11-3051.00,Long term,some_duties,E7
5671,11-3121.00,Long term,some_duties,E8
5671,11-3131.00,Long term,some_duties,E8
5671,13-1151.00,Long term,some_duties,E8
5672,53-2011.00,,crosswalk,
5673,53-2011.00,,crosswalk,
5674,53-2011.00,,crosswalk,
6320,27-2042.02,,crosswalk,
5675,53-2011.00,,crosswalk,
5676,53-2011.00,,crosswalk,
5677,53-2011.00,,crosswalk,
5678,53-2011.00,,crosswalk,
6321,27-2042.02,,crosswalk,
5679,53-2011.00,,crosswalk,
5680,53-2011.00,,crosswalk,
5681,53-2011.00,,crosswalk,
5682,49-9043.00,First term,most_duties,E3
5682,49-1011.00,First term,most_duties,E5
5682,17-3024.00,First term plus prep,most_duties,E5
5682,17-3023.01,First term plus prep,most_duties,E5
5682,11-1021.00,Long term,most_duties,E6
5682,51-2011.00,First term,some_duties,E4
5682,47-4041.00,First term,some_duties,E4
5682,53-7051.00,First term,some_duties,E4
5682,47-2073.00,First term,some_duties,E4
5682,17-3021.00,First term,some_duties,E5
5682,17-3023.03,First term,some_duties,E5
5682,47-5031.00,First term plus prep,some_duties,E3
5682,49-2094.00,First term plus prep,some_duties,E4
5682,49-9071.00,First term plus prep,some_duties,E4
5682,25-1194.00,First term plus prep,some_duties,E5
5682,53-6051.01,Long term,some_duties,E6
5682,11-3011.00,Long term,some_duties,E7
5682,13-1041.03,Long term,some_duties,E7
5682,11-3051.00,Long term,some_duties,E7
5682,11-3121.00,Long term,some_duties,E8
5682,11-3131.00,Long term,some_duties,E8
5682,13-1151.00,Long term,some_duties,E8
5683,17-3022.00,,crosswalk,
5683,11-9021.00,,crosswalk,
5683,47-1011.00,,crosswalk,
6322,27-2042.02,,crosswalk,
5684,53-2011.00,,crosswalk,
5685,49-9043.00,First term,most_duties,E3
5685,49-1011.00,First term,most_duties,E5
5685,17-3024.00,First term plus prep,most_duties,E5
5685,17-3023.01,First term plus prep,most_duties,E5
5685,11-1021.00,Long term,most_duties,E6
5685,51-2011.00,First term,some_duties,E4
5685,47-4041.00,First term,some_duties,E4
5685,53-7051.00,First term,some_duties,E4
5685,47-2073.00,First term,some_duties,E4
5685,17-3021.00,First term,some_duties,E5
5685,17-3023.03,First term,some_duties,E5
5685,47-5031.00,First term plus prep,some_duties,E3
5685,49-2094.00,First term plus prep,some_duties,E4
5685,49-9071.00,First term plus prep,some_duties,E4
5685,25-1194.00,First term plus prep,some_duties,E5
5685,53-6051.01,Long term,some_duties,E6
5685,11-3011.00,Long term,some_duties,E7
5685,13-1041.03,Long term,some_duties,E7
5685,11-3051.00,Long term,some_duties,E7
5685,11-3121.00,Long term,some_duties,E8
5685,11-3131.00,Long term,some_duties,E8
5685,13-1151.00,Long term,some_duties,E8
5686,49-9043.00,First term,most_duties,E3
5686,49-1011.00,First term,most_duties,E5
5686,17-3024.00,First term plus prep,most_duties,E5
5686,17-3023.01,First term plus prep,most_duties,E5
5686,11-1021.00,Long term,most_duties,E6
5686,51-2011.00,First term,some_duties,E4
5686,47-4041.00,First term,some_duties,E4
5686,53-7051.00,First term,some_duties,E4
5686,47-2073.00,First term,some_duties,E4
5686,17-3021.00,First term,some_duties,E5
5686,17-3023.03,First term,some_duties,E5
5686,47-5031.00,First term plus prep,some_duties,E3
5686,49-2094.00,First term plus prep,some_duties,E4
5686,49-9071.00,First term plus prep,some_duties,E4
5686,25-1194.00,First term plus prep,some_duties,E5
5686,53-6051.01,Long term,some_duties,E6
5686,11-3011.00,Long term,some_duties,E7
5686,13-1041.03,Long term,some_duties,E7
5686,11-3051.00,Long term,some_duties,E7
5686,11-3121.00,Long term,some_duties,E8
5686,11-3131.00,Long term,some_duties,E8
5686,13-1151.00,Long term,some_duties,E8
5687,53-2011.00,,crosswalk,
5688,49-2092.00,,crosswalk,
5688,49-9051.00,,crosswalk,
5688,47-2111.00,,crosswalk,
5688,51-8011.00,,crosswalk,
5688,51-8012.00,,crosswalk,
5688,51-8013.00,,crosswalk,
5689,11-3061.00,,crosswalk,
5690,43-3061.00,,crosswalk,
5690,13-1023.00,,crosswalk,
6323,27-2042.02,,crosswalk,
5694,53-2011.00,,crosswalk,
5695,53-2011.00,,crosswalk,
5696,53-2011.00,,crosswalk,
5697,13-2031.00,,crosswalk,
5697,43-1011.00,,crosswalk,
5697,41-1011.00,,crosswalk,
5697,53-1031.00,,crosswalk,
5697,13-1081.00,,crosswalk,
5697,11-3061.00,,crosswalk,
5697,11-3071.02,,crosswalk,
5698,53-2011.00,,crosswalk,
6324,27-2042.02,,crosswalk,
5699,17-3022.00,,crosswalk,
5699,47-4011.00,,crosswalk,
5699,47-1011.00,,crosswalk,
5699,53-1031.00,,crosswalk,
5700,53-2011.00,,crosswalk,
5701,13-1081.00,,crosswalk,
5702,53-2011.00,,crosswalk,
5703,11-3071.01,,crosswalk,
5704,19-3094.00,,crosswalk,
5811,49-1011.00,,crosswalk,
5812,49-2022.00,,crosswalk,
5813,49-2091.00,,crosswalk,
5706,11-3131.00,,crosswalk,
5706,13-1151.00,,crosswalk,
5706,25-3099.02,,crosswalk,
5707,53-2011.00,,crosswalk,
5708,53-2011.00,,crosswalk,
5709,53-2011.00,,crosswalk,
6325,27-2042.02,,crosswalk,
5710,53-2011.00,,crosswalk,
5711,53-2011.00,,crosswalk,
5712,53-2011.00,,crosswalk,
5713,53-2011.00,,crosswalk,
6326,27-4011.00,,crosswalk,
5714,53-2011.00,,crosswalk,
5715,53-2011.00,,crosswalk,
5716,53-2011.00,,crosswalk,
5717,53-2011.00,,crosswalk,
6327,27-2042.02,,crosswalk,
5718,53-2011.00,,crosswalk,
5719,53-2011.00,,crosswalk,
5720,53-2011.00,,crosswalk,
5721,53-2011.00,,crosswalk,
6328,27-2042.02,,crosswalk,
5722,53-2011.00,,crosswalk,
5723,43-5011.00,,crosswalk,
5723,53-1031.00,,crosswalk,
5723,47-4041.00,,crosswalk,
5723,13-1081.00,,crosswalk,
5723,11-3071.03,,crosswalk,
5723,53-7064.00,,crosswalk,
5723,43-3061.00,,crosswalk,
5723,43-5061.00,,crosswalk,
5723,13-1023.00,,crosswalk,
5723,11-3061.00,,crosswalk,
5723,43-4181.00,,crosswalk,
5723,43-5071.00,,crosswalk,
5723,43-5081.03,,crosswalk,
5723,11-3071.02,,crosswalk,
5723,11-9199.04,,crosswalk,
5723,11-3071.01,,crosswalk,
5723,19-3099.01,,crosswalk,
5724,53-2011.00,,crosswalk,
5725,53-2011.00,,crosswalk,
5726,33-1012.00,,crosswalk,
5727,53-2011.00,,crosswalk,
9008,53-2012.00,,crosswalk,
5728,53-2011.00,,crosswalk,
5729,53-2011.00,,crosswalk,
5730,33-9011.00,First term,most_duties,E3
5730,33-9091.00,First term,most_duties,E3
5730,39-2011.00,First term,most_duties,E4
5730,43-9011.00,First term,most_duties,E4
5730,43-4111.00,First term,most_duties,E4
5730,33-3021.02,First term,most_duties,E4
5730,33-3051.01,First term,most_duties,E4
5730,33-9032.00,First term,most_duties,E4
5730,33-9093.00,First term,most_duties,E4
5730,43-4061.00,First term plus prep,most_duties,E5
5730,33-1011.00,First term plus prep,most_duties,E5
5730,33-1012.00,First term plus prep,most_duties,E5
5730,33-9031.00,First term,some_duties,E3
5730,43-9061.00,First term,some_duties,E3
5730,33-3041.00,First term,some_duties,E3
5730,33-3021.05,First term,some_duties,E4
5730,33-3011.00,First term plus prep,some_duties,E4
5730,33-3052.00,First term plus prep,some_duties,E4
5730,33-3012.00,First term plus prep,some_duties,E5
5730,33-3031.00,First term plus prep,some_duties,E5
5730,33-3021.06,First term plus prep,some_duties,E5
5730,33-3051.03,First term plus prep,some_duties,E5
5730,33-3021.03,Long term,some_duties,E6
5730,11-9039.02,Long term,some_duties,E6
5730,19-4092.00,Long term,some_duties,E6
5730,33-3021.01,Long term,some_duties,E6
5730,33-9021.00,Long term,some_duties,E6
5730,21-1092.00,Long term,some_duties,E6
5730,13-1199.02,Long term,some_duties,E6
5730,11-9151.00,Long term,some_duties,E6
5730,11-3131.00,Long term,some_duties,E6
5730,13-1151.00,Long term,some_duties,E6
5730,11-9199.07,Long term,some_duties,E7
5730,11-9199.08,Long term,some_duties,E7
5730,33-9099.02,Long term,some_duties,E7
5730,11-9161.00,Long term,some_duties,E8
5731,53-2011.00,,crosswalk,
5732,53-2011.00,,crosswalk,
6329,27-2042.02,,crosswalk,
5733,53-2011.00,,crosswalk,
5734,33-3021.03,,crosswalk,
5734,11-9161.00,,crosswalk,
5734,33-1011.00,,crosswalk,
5734,33-1012.00,,crosswalk,
5734,33-3021.06,,crosswalk,
5734,13-1111.00,,crosswalk,
5734,15-2031.00,,crosswalk,
5734,33-3021.01,,crosswalk,
5734,33-3021.02,,crosswalk,
5734,33-9021.00,,crosswalk,
5734,21-1092.00,,crosswalk,
5734,33-3051.03,,crosswalk,
5734,13-1151.00,,crosswalk,
5735,53-2011.00,,crosswalk,
5736,53-2011.00,,crosswalk,
5737,53-2011.00,,crosswalk,
6330,27-2042.02,,crosswalk,
5738,53-2011.00,,crosswalk,
5739,53-2011.00,,crosswalk,
5740,53-2011.00,,crosswalk,
5741,53-2011.00,,crosswalk,
6331,27-4011.00,,crosswalk,
5742,53-2011.00,,crosswalk,
5743,53-2011.00,,crosswalk,
5744,53-2011.00,,crosswalk,
5745,53-2011.00,,crosswalk,
6332,27-2042.02,,crosswalk,
5746,53-2011.00,,crosswalk,
5747,53-2011.00,,crosswalk,
5748,53-2011.00,,crosswalk,
5749,53-2011.00,,crosswalk,
6333,27-2042.02,,crosswalk,
5750,53-2011.00,,crosswalk,
5751,53-2011.00,,crosswalk,
5752,53-2011.00,,crosswalk,
5753,53-2011.00,,crosswalk,
6334,27-2042.02,,crosswalk,
5754,53-2011.00,,crosswalk,
5755,53-2011.00,,crosswalk,
5756,53-2011.00,,crosswalk,
5757,53-2011.00,,crosswalk,
6335,27-2042.02,,crosswalk,
5758,17-3022.00,,crosswalk,
5758,47-4011.00,,crosswalk,
5758,11-9021.00,,crosswalk,
5758,47-1011.00,,crosswalk,
5758,11-1021.00,,crosswalk,
5758,17-2111.01,,crosswalk,
5758,17-3031.02,,crosswalk,
5758,47-2073.00,,crosswalk,
5758,17-2051.00,,crosswalk,
5759,53-3021.00,,crosswalk,
5759,17-3022.00,,crosswalk,
5759,47-2061.00,,crosswalk,
5759,11-9021.00,,crosswalk,
5759,47-5031.00,,crosswalk,
5759,53-1031.00,,crosswalk,
5759,53-3032.00,,crosswalk,
5760,47-2061.00,First term,some_duties,E3
5760,47-5031.00,First term plus prep,some_duties,E5
5760,11-3011.00,First term plus prep,some_duties,E6
5761,17-3022.00,,crosswalk,
5761,49-9092.00,,crosswalk,
5761,11-9021.00,,crosswalk,
5761,47-5031.00,,crosswalk,
5761,47-1011.00,,crosswalk,
5762,33-3012.00,,crosswalk,
5762,33-1011.00,,crosswalk,
5762,21-1092.00,,crosswalk,
5762,33-9032.00,,crosswalk,
5762,11-9199.07,,crosswalk,
5762,13-1151.00,,crosswalk,
6336,27-2042.02,,crosswalk,
5763,53-2011.00,,crosswalk,
5764,53-2011.00,,crosswalk,
5765,53-2011.00,,crosswalk,
5766,49-1011.00,,crosswalk,
5767,53-2011.00,,crosswalk,
6337,27-2042.02,,crosswalk,
5768,53-2011.00,,crosswalk,
5769,33-1012.00,,crosswalk,
5770,33-1012.00,,crosswalk,
5772,53-2011.00,,crosswalk,
5773,53-2011.00,,crosswalk,
5774,49-1011.00,,crosswalk,
5775,27-4013.00,,crosswalk,
5775,49-2021.00,,crosswalk,
5775,49-9052.00,,crosswalk,
5859,27-2041.01,,crosswalk,
9009,53-2011.00,,crosswalk,
5776,53-2011.00,,crosswalk,
5777,53-2011.00,,crosswalk,
5778,53-2011.00,,crosswalk,
5779,53-2011.00,,crosswalk,
6338,27-2041.04,,crosswalk,
6338,27-2042.02,,crosswalk,
5780,53-2011.00,,crosswalk,
5781,53-2011.00,,crosswalk,
5782,53-2011.00,,crosswalk,
5783,53-2011.00,,crosswalk,
6339,27-2042.02,,crosswalk,
5784,53-2011.00,,crosswalk,
5785,53-2011.00,,crosswalk,
5786,53-2011.00,,crosswalk,
5787,53-2011.00,,crosswalk,
6340,27-2042.02,,crosswalk,
5788,53-2011.00,,crosswalk,
5789,53-2011.00,,crosswalk,
5790,47-1011.00,,crosswalk,
5791,53-2011.00,,crosswalk,
6341,27-2042.02,,crosswalk,
5792,53-2011.00,,crosswalk,
5793,53-2011.00,,crosswalk,
5794,53-2011.00,,crosswalk,
5795,53-2011.00,,crosswalk,
6342,27-4011.00,,crosswalk,
5796,53-2011.00,,crosswalk,
5797,53-2011.00,,crosswalk,
5798,53-2011.00,,crosswalk,
5799,53-2011.00,,crosswalk,
6343,27-2042.02,,crosswalk,
5800,53-2011.00,,crosswalk,
5801,53-2011.00,,crosswalk,
5802,53-2011.00,,crosswalk,
5803,53-2011.00,,crosswalk,
6344,27-2042.02,,crosswalk,
5804,53-2011.00,,crosswalk,
5805,53-2011.00,,crosswalk,
5806,53-2011.00,,crosswalk,
5807,53-2011.00,,crosswalk,
5808,33-3012.00,First term plus prep,some_duties,E3
5808,33-3051.01,First term plus prep,some_duties,E3
5808,33-9021.00,First term plus prep,some_duties,E3
5808,33-9032.00,First term plus prep,some_duties,E3
5808,33-3051.03,First term plus prep,some_duties,E3
5808,17-3031.01,First term plus prep,some_duties,E3
5809,49-2094.00,,crosswalk,
5810,49-1011.00,,crosswalk,
5814,53-2011.00,,crosswalk,
5815,53-2011.00,,crosswalk,
5816,53-2011.00,,crosswalk,
5817,53-2011.00,,crosswalk,
6345,27-2042.02,,crosswalk,
5818,53-2011.00,,crosswalk,
5819,53-2011.00,,crosswalk,
5820,53-2011.00,,crosswalk,
5821,53-2011.00,,crosswalk,
6346,27-2042.02,,crosswalk,
5822,53-2011.00,,crosswalk,
5823,53-2011.00,,crosswalk,
5824,53-2011.00,,crosswalk,
5825,53-2011.00,,crosswalk,
6347,27-2041.04,,crosswalk,
6347,27-2042.02,,crosswalk,
5826,53-2011.00,,crosswalk,
5827,53-2011.00,,crosswalk,
5828,53-2011.00,,crosswalk,
5829,53-2011.00,,crosswalk,
6348,27-2042.01,,crosswalk,
5830,53-2011.00,,crosswalk,
5831,53-2011.00,,crosswalk,
5832,53-2011.00,,crosswalk,
5833,53-2011.00,,crosswalk,
6349,27-2042.02,,crosswalk,
5834,53-2011.00,,crosswalk,
5835,53-2011.00,,crosswalk,
5836,53-2011.00,,crosswalk,
5837,53-2011.00,,crosswalk,
6350,27-4011.00,,crosswalk,
5838,53-2011.00,,crosswalk,
5839,53-2011.00,,crosswalk,
5840,53-2011.00,,crosswalk,
5841,53-2011.00,,crosswalk,
6351,33-9091.00,First term,most_duties,E3
6351,43-4061.00,First term,most_duties,E4
6351,43-4111.00,First term,most_duties,E4
6351,33-3021.02,First term,most_duties,E4
6351,33-9093.00,First term,most_duties,E4
6351,33-9032.00,First term plus prep,most_duties,E3
6351,33-1011.00,Long term,most_duties,E6
6351,33-1012.00,Long term,most_duties,E6
6351,43-5032.00,First term,some_duties,E4
6351,33-3021.05,First term,some_duties,E4
6351,33-3041.00,First term,some_duties,E4
6351,43-5031.00,First term,some_duties,E4
6351,19-4099.03,First term,some_duties,E4
6351,33-9099.02,First term,some_duties,E4
6351,39-2011.00,First term,some_duties,E5
6351,43-9061.00,First term plus prep,some_duties,E3
6351,33-3021.02,First term plus prep,some_duties,E4
6351,33-3052.00,First term plus prep,some_duties,E4
6351,33-3011.00,First term plus prep,some_duties,E5
6351,33-3031.00,First term plus prep,some_duties,E5
6351,11-9199.08,First term plus prep,some_duties,E5
6351,33-3051.01,First term plus prep,some_duties,E5
6351,33-3051.03,First term plus prep,some_duties,E5
6351,33-3012.00,Long term,some_duties,E4
6351,33-3021.03,Long term,some_duties,E5
6351,33-3021.01,Long term,some_duties,E5
6351,33-9021.00,Long term,some_duties,E5
6351,13-1199.02,Long term,some_duties,E5
6351,11-9199.07,Long term,some_duties,E6
6351,11-3131.00,Long term,some_duties,E7
6351,13-1151.00,Long term,some_duties,E7
6351,11-9161.00,Long term,some_duties,E7
6351,21-1092.00,Long term,some_duties,E7
5842,53-2011.00,,crosswalk,
5843,53-2011.00,,crosswalk,
5844,53-2011.00,,crosswalk,
5845,53-2011.00,,crosswalk,
9010,53-2012.00,,crosswalk,
5846,53-2011.00,,crosswalk,
5847,53-2011.00,,crosswalk,
5848,53-2011.00,,crosswalk,
5849,47-2111.00,,crosswalk,
6353,33-9091.00,First term,most_duties,E3
6353,43-4061.00,First term,most_duties,E4
6353,43-4111.00,First term,most_duties,E4
6353,33-3021.02,First term,most_duties,E4
6353,33-9093.00,First term,most_duties,E4
6353,33-9032.00,First term plus prep,most_duties,E3
6353,33-1011.00,Long term,most_duties,E6
6353,33-1012.00,Long term,most_duties,E6
6353,43-5032.00,First term,some_duties,E4
6353,33-3021.05,First term,some_duties,E4
6353,33-3041.00,First term,some_duties,E4
6353,43-5031.00,First term,some_duties,E4
6353,19-4099.03,First term,some_duties,E4
6353,33-9099.02,First term,some_duties,E4
6353,39-2011.00,First term,some_duties,E5
6353,43-9061.00,First term plus prep,some_duties,E3
6353,33-3021.02,First term plus prep,some_duties,E4
6353,33-3052.00,First term plus prep,some_duties,E4
6353,33-3011.00,First term plus prep,some_duties,E5
6353,33-3031.00,First term plus prep,some_duties,E5
6353,11-9199.08,First term plus prep,some_duties,E5
6353,33-3051.01,First term plus prep,some_duties,E5
6353,33-3051.03,First term plus prep,some_duties,E5
6353,33-3012.00,Long term,some_duties,E4
6353,33-3021.03,Long term,some_duties,E5
6353,33-3021.01,Long term,some_duties,E5
6353,33-9021.00,Long term,some_duties,E5
6353,13-1199.02,Long term,some_duties,E5
6353,11-9199.07,Long term,some_duties,E6
6353,11-3131.00,Long term,some_duties,E7
6353,13-1151.00,Long term,some_duties,E7
6353,11-9161.00,Long term,some_duties,E7
6353,21-1092.00,Long term,some_duties,E7
5850,47-2111.00,,crosswalk,
5853,49-1011.00,,crosswalk,
5854,53-2011.00,,crosswalk,
5855,11-9121.00,,crosswalk,
5856,49-2091.00,,crosswalk,
5858,53-2011.00,,crosswalk,
5860,49-3011.00,,crosswalk,
5861,47-2071.00,,crosswalk,
5862,53-2011.00,,crosswalk,
5863,17-2081.00,,crosswalk,
5864,49-3042.00,,crosswalk,
5865,47-1011.00,,crosswalk,
6141,11-3021.00,,crosswalk,
5867,29-1022.00,,crosswalk,
5868,47-1011.00,,crosswalk,
5869,19-3094.00,,crosswalk,
5869,11-3021.00,,crosswalk,
5870,19-3094.00,,crosswalk,
5871,47-2021.00,,crosswalk,
5871,47-2051.00,,crosswalk,
5871,47-2031.01,,crosswalk,
5871,47-2221.00,,crosswalk,
5909,53-2011.00,,crosswalk,
7513,53-2011.00,,crosswalk,
5872,51-8021.00,,crosswalk,
5873,51-8021.00,,crosswalk,
5874,51-8021.00,,crosswalk,
5875,51-8021.00,,crosswalk,
5876,51-8021.00,,crosswalk,
5877,51-8021.00,,crosswalk,
5878,29-2091.00,,crosswalk,
5878,31-2021.00,,crosswalk,
5879,17-3021.00,,crosswalk,
5879,49-3011.00,,crosswalk,
5879,51-2011.00,,crosswalk,
5879,49-3031.00,,crosswalk,
5879,25-2032.00,,crosswalk,
5879,51-2031.00,,crosswalk,
5879,49-1011.00,,crosswalk,
5879,51-4041.00,,crosswalk,
5879,49-9043.00,,crosswalk,
5879,17-3029.01,,crosswalk,
5879,47-2211.00,,crosswalk,
5879,51-4121.07,,crosswalk,
5879,53-6051.07,,crosswalk,
5879,25-1194.00,,crosswalk,
5879,51-4121.06,,crosswalk,
5879,51-4122.00,,crosswalk,
5880,53-2011.00,,crosswalk,
5881,53-2011.00,,crosswalk,
5882,53-2011.00,,crosswalk,
5883,53-2011.00,,crosswalk,
5884,53-2011.00,,crosswalk,
5885,53-2011.00,,crosswalk,
5886,17-3021.00,,crosswalk,
5886,49-3011.00,,crosswalk,
5886,51-2011.00,,crosswalk,
5886,49-3031.00,,crosswalk,
5886,25-2032.00,,crosswalk,
5886,51-2031.00,,crosswalk,
5886,49-1011.00,,crosswalk,
5886,51-4041.00,,crosswalk,
5886,49-9043.00,,crosswalk,
5886,17-3029.01,,crosswalk,
5886,47-2211.00,,crosswalk,
5886,51-4121.07,,crosswalk,
5886,53-6051.07,,crosswalk,
5886,25-1194.00,,crosswalk,
5886,51-4121.06,,crosswalk,
5886,51-4122.00,,crosswalk,
7514,53-2011.00,,crosswalk,
5887,49-3011.00,,crosswalk,
5888,49-3011.00,,crosswalk,
5889,17-2121.01,,crosswalk,
5890,13-1081.00,,crosswalk,
5890,11-3071.01,,crosswalk,
6354,19-3094.00,,crosswalk,
5891,51-9151.00,,crosswalk,
5894,53-2011.00,,crosswalk,
5895,53-2011.00,,crosswalk,
5896,53-2011.00,,crosswalk,
5897,53-2011.00,,crosswalk,
5898,53-2011.00,,crosswalk,
5900,53-2011.00,,crosswalk,
5901,53-2011.00,,crosswalk,
5902,53-2011.00,,crosswalk,
5903,53-2011.00,,crosswalk,
5904,53-2011.00,,crosswalk,
5905,53-2011.00,,crosswalk,
5906,53-2011.00,,crosswalk,
5907,53-2011.00,,crosswalk,
5908,53-2011.00,,crosswalk,
5910,47-2021.00,,crosswalk,
5910,47-2051.00,,crosswalk,
5910,47-2031.01,,crosswalk,
5910,47-2221.00,,crosswalk,
5911,49-9041.00,,crosswalk,
5912,49-1011.00,,crosswalk,
5913,53-2011.00,,crosswalk,
5914,53-2011.00,,crosswalk,
5915,53-2011.00,,crosswalk,
5916,29-9012.00,,crosswalk,
5916,37-2021.00,,crosswalk,
5917,49-2091.00,,crosswalk,
6355,27-2042.02,,crosswalk,
5918,49-9041.00,,crosswalk,
5919,29-9012.00,,crosswalk,
5919,37-2021.00,,crosswalk,
5920,53-2011.00,,crosswalk,
5921,53-2011.00,,crosswalk,
5922,13-2011.02,,crosswalk,
5923,43-3031.00,,crosswalk,
6142,11-3021.00,,crosswalk,
5924,31-9091.00,,crosswalk,
5925,53-2011.00,,crosswalk,
5926,15-1142.00,,crosswalk,
5928,29-1069.04,,crosswalk,
5928,49-9096.00,,crosswalk,
5929,11-9121.00,,crosswalk,
5930,29-9012.00,,crosswalk,
5930,37-2021.00,,crosswalk,
5931,53-2011.00,,crosswalk,
6056,11-3071.01,,crosswalk,
5934,53-2011.00,,crosswalk,
5935,53-2011.00,,crosswalk,
5936,17-2071.00,,crosswalk,
6058,17-1021.00,,crosswalk,
5939,53-2011.00,,crosswalk,
5940,53-2011.00,,crosswalk,
5942,53-2011.00,,crosswalk,
6118,11-3011.00,,crosswalk,
6118,49-2094.00,,crosswalk,
6356,27-2042.02,,crosswalk,
9011,53-2011.00,,crosswalk,
5943,53-2011.00,,crosswalk,
5944,53-2011.00,,crosswalk,
5946,53-2011.00,,crosswalk,
6357,33-9091.00,First term,most_duties,E3
6357,43-4061.00,First term,most_duties,E4
